year,ceremony,award,winner,nominee,film
1996,69,Actor in a Supporting Role,False,James Woods,Ghosts of Mississippi
1996,69,Actress in a Leading Role,False,Brenda Blethyn,Secrets & Lies
1996,69,Actress in a Leading Role,False,Diane Keaton,Marvin's Room
1996,69,Actress in a Leading Role,True,Frances McDormand,Fargo
1996,69,Actress in a Leading Role,False,Kristin Scott Thomas,The English Patient
1996,69,Actress in a Leading Role,False,Emily Watson,Breaking the Waves
1996,69,Actress in a Supporting Role,False,Joan Allen,The Crucible
1996,69,Actress in a Supporting Role,False,Lauren Bacall,The Mirror Has Two Faces
1996,69,Actress in a Supporting Role,True,Juliette Binoche,The English Patient
1996,69,Actress in a Supporting Role,False,Barbara Hershey,The Portrait of a Lady
1996,69,Actress in a Supporting Role,False,Marianne Jean-Baptiste,Secrets & Lies
1997,70,Actor in a Leading Role,False,Matt Damon,Good Will Hunting
1997,70,Actor in a Leading Role,False,Robert Duvall,The Apostle
1997,70,Actor in a Leading Role,False,Peter Fonda,Ulee's Gold
1997,70,Actor in a Leading Role,False,Dustin Hoffman,Wag the Dog
1997,70,Actor in a Leading Role,True,Jack Nicholson,As Good as It Gets
1997,70,Actor in a Supporting Role,False,Robert Forster,Jackie Brown
1997,70,Actor in a Supporting Role,False,Anthony Hopkins,Amistad
1997,70,Actor in a Supporting Role,False,Greg Kinnear,As Good as It Gets
1997,70,Actor in a Supporting Role,False,Burt Reynolds,Boogie Nights
1997,70,Actor in a Supporting Role,True,Robin Williams,Good Will Hunting
1997,70,Actress in a Leading Role,False,Helena Bonham Carter,The Wings of the Dove
1997,70,Actress in a Leading Role,False,Julie Christie,Afterglow
1997,70,Actress in a Leading Role,False,Judi Dench,Mrs. Brown
1997,70,Actress in a Leading Role,True,Helen Hunt,As Good as It Gets
1997,70,Actress in a Leading Role,False,Kate Winslet,Titanic
1997,70,Actress in a Supporting Role,True,Kim Basinger,L.A. Confidential
1997,70,Actress in a Supporting Role,False,Joan Cusack,In & Out
1997,70,Actress in a Supporting Role,False,Minnie Driver,Good Will Hunting
1997,70,Actress in a Supporting Role,False,Julianne Moore,Boogie Nights
1997,70,Actress in a Supporting Role,False,Gloria Stuart,Titanic
1998,71,Actor in a Leading Role,True,Roberto Benigni,Life Is Beautiful
1998,71,Actor in a Leading Role,False,Tom Hanks,Saving Private Ryan
1998,71,Actor in a Leading Role,False,Ian McKellen,Gods and Monsters
1998,71,Actor in a Leading Role,False,Nick Nolte,Affliction
1998,71,Actor in a Leading Role,False,Edward Norton,American History X
1998,71,Actor in a Supporting Role,True,James Coburn,Affliction
1998,71,Actor in a Supporting Role,False,Robert Duvall,A Civil Action
1998,71,Actor in a Supporting Role,False,Ed Harris,The Truman Show
1998,71,Actor in a Supporting Role,False,Geoffrey Rush,Shakespeare in Love
1998,71,Actor in a Supporting Role,False,Billy Bob Thornton,A Simple Plan
1998,71,Actress in a Leading Role,False,Cate Blanchett,Elizabeth
1998,71,Actress in a Leading Role,False,Fernanda Montenegro,Central Station
1998,71,Actress in a Leading Role,True,Gwyneth Paltrow,Shakespeare in Love
1998,71,Actress in a Leading Role,False,Meryl Streep,One True Thing
1998,71,Actress in a Leading Role,False,Emily Watson,Hilary and Jackie
1998,71,Actress in a Supporting Role,False,Kathy Bates,Primary Colors
1998,71,Actress in a Supporting Role,False,Brenda Blethyn,Little Voice
1998,71,Actress in a Supporting Role,True,Judi Dench,Shakespeare in Love
1998,71,Actress in a Supporting Role,False,Rachel Griffiths,Hilary and Jackie
1998,71,Actress in a Supporting Role,False,Lynn Redgrave,Gods and Monsters
1999,72,Actor in a Leading Role,False,Russell Crowe,The Insider
1999,72,Actor in a Leading Role,False,Richard Farnsworth,The Straight Story
1999,72,Actor in a Leading Role,False,Sean Penn,Sweet and Lowdown
1999,72,Actor in a Leading Role,True,Kevin Spacey,American Beauty
1999,72,Actor in a Leading Role,False,Denzel Washington,The Hurricane
1999,72,Actor in a Supporting Role,True,Michael Caine,The Cider House Rules
1999,72,Actor in a Supporting Role,False,Tom Cruise,Magnolia
1999,72,Actor in a Supporting Role,False,Michael Clarke Duncan,The Green Mile
1999,72,Actor in a Supporting Role,False,Jude Law,The Talented Mr. Ripley
1999,72,Actor in a Supporting Role,False,Haley Joel Osment,The Sixth Sense
1999,72,Actress in a Leading Role,False,Annette Bening,American Beauty
1999,72,Actress in a Leading Role,False,Janet McTeer,Tumbleweeds
1999,72,Actress in a Leading Role,False,Julianne Moore,The End of the Affair
1999,72,Actress in a Leading Role,False,Meryl Streep,Music of the Heart
1999,72,Actress in a Leading Role,True,Hilary Swank,Boys Don't Cry
1999,72,Actress in a Supporting Role,False,Toni Collette,The Sixth Sense
1999,72,Actress in a Supporting Role,True,Angelina Jolie,"Girl, Interrupted"
1999,72,Actress in a Supporting Role,False,Catherine Keener,Being John Malkovich
1999,72,Actress in a Supporting Role,False,Samantha Morton,Sweet and Lowdown
1999,72,Actress in a Supporting Role,False,Chloë Sevigny,Boys Don't Cry
2000,73,Actor in a Leading Role,False,Javier Bardem,Before Night Falls
2000,73,Actor in a Leading Role,True,Russell Crowe,Gladiator
2000,73,Actor in a Leading Role,False,Tom Hanks,Cast Away
2000,73,Actor in a Leading Role,False,Ed Harris,Pollock
2000,73,Actor in a Leading Role,False,Geoffrey Rush,Quills
2000,73,Actor in a Supporting Role,False,Jeff Bridges,The Contender
2000,73,Actor in a Supporting Role,False,Willem Dafoe,Shadow of the Vampire
2000,73,Actor in a Supporting Role,True,Benicio Del Toro,Traffic
2000,73,Actor in a Supporting Role,False,Albert Finney,Erin Brockovich
2000,73,Actor in a Supporting Role,False,Joaquin Phoenix,Gladiator
2000,73,Actress in a Leading Role,False,Joan Allen,The Contender
2000,73,Actress in a Leading Role,False,Juliette Binoche,Chocolat
2000,73,Actress in a Leading Role,False,Ellen Burstyn,Requiem for a Dream
2000,73,Actress in a Leading Role,False,Laura Linney,You Can Count on Me
2000,73,Actress in a Leading Role,True,Julia Roberts,Erin Brockovich
2000,73,Actress in a Supporting Role,False,Judi Dench,Chocolat
2000,73,Actress in a Supporting Role,True,Marcia Gay Harden,Pollock
2000,73,Actress in a Supporting Role,False,Kate Hudson,Almost Famous
2000,73,Actress in a Supporting Role,False,Frances McDormand,Almost Famous
2000,73,Actress in a Supporting Role,False,Julie Walters,Billy Elliot
2001,74,Actor in a Leading Role,False,Russell Crowe,A Beautiful Mind
2001,74,Actor in a Leading Role,False,Sean Penn,I Am Sam
2001,74,Actor in a Leading Role,False,Will Smith,Ali
2001,74,Actor in a Leading Role,True,Denzel Washington,Training Day
2001,74,Actor in a Leading Role,False,Tom Wilkinson,In the Bedroom
2001,74,Actor in a Supporting Role,True,Jim Broadbent,Iris
2001,74,Actor in a Supporting Role,False,Ethan Hawke,Training Day
2001,74,Actor in a Supporting Role,False,Ben Kingsley,Sexy Beast
2001,74,Actor in a Supporting Role,False,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring
2001,74,Actor in a Supporting Role,False,Jon Voight,Ali
2001,74,Actress in a Leading Role,True,Halle Berry,Monster's Ball
2001,74,Actress in a Leading Role,False,Judi Dench,Iris
2001,74,Actress in a Leading Role,False,Nicole Kidman,Moulin Rouge
2001,74,Actress in a Leading Role,False,Sissy Spacek,In the Bedroom
2001,74,Actress in a Leading Role,False,Renée Zellweger,Bridget Jones's Diary
2001,74,Actress in a Supporting Role,True,Jennifer Connelly,A Beautiful Mind
2001,74,Actress in a Supporting Role,False,Helen Mirren,Gosford Park
2001,74,Actress in a Supporting Role,False,Maggie Smith,Gosford Park
2001,74,Actress in a Supporting Role,False,Marisa Tomei,In the Bedroom
2001,74,Actress in a Supporting Role,False,Kate Winslet,Iris
2002,75,Actor in a Leading Role,True,Adrien Brody,The Pianist
2002,75,Actor in a Leading Role,False,Nicolas Cage,Adaptation
2002,75,Actor in a Leading Role,False,Michael Caine,The Quiet American
2002,75,Actor in a Leading Role,False,Daniel Day-Lewis,Gangs of New York
2002,75,Actor in a Leading Role,False,Jack Nicholson,About Schmidt
2002,75,Actor in a Supporting Role,True,Chris Cooper,Adaptation
2002,75,Actor in a Supporting Role,False,Ed Harris,The Hours
2002,75,Actor in a Supporting Role,False,Paul Newman,Road to Perdition
2002,75,Actor in a Supporting Role,False,John C. Reilly,Chicago
2002,75,Actor in a Supporting Role,False,Christopher Walken,Catch Me If You Can
2002,75,Actress in a Leading Role,False,Salma Hayek,Frida
2002,75,Actress in a Leading Role,True,Nicole Kidman,The Hours
2002,75,Actress in a Leading Role,False,Diane Lane,Unfaithful
2002,75,Actress in a Leading Role,False,Julianne Moore,Far from Heaven
2002,75,Actress in a Leading Role,False,Renée Zellweger,Chicago
2002,75,Actress in a Supporting Role,False,Kathy Bates,About Schmidt
2002,75,Actress in a Supporting Role,False,Julianne Moore,The Hours
2002,75,Actress in a Supporting Role,False,Queen Latifah,Chicago
2002,75,Actress in a Supporting Role,False,Meryl Streep,Adaptation
2002,75,Actress in a Supporting Role,True,Catherine Zeta-Jones,Chicago
2003,76,Actor in a Leading Role,False,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl
2003,76,Actor in a Leading Role,False,Ben Kingsley,House of Sand and Fog
2003,76,Actor in a Leading Role,False,Jude Law,Cold Mountain
2003,76,Actor in a Leading Role,False,Bill Murray,Lost in Translation
2003,76,Actor in a Leading Role,True,Sean Penn,Mystic River
2003,76,Actor in a Supporting Role,False,Alec Baldwin,The Cooler
2003,76,Actor in a Supporting Role,False,Benicio Del Toro,21 Grams
2003,76,Actor in a Supporting Role,False,Djimon Hounsou,In America
2003,76,Actor in a Supporting Role,True,Tim Robbins,Mystic River
2003,76,Actor in a Supporting Role,False,Ken Watanabe,The Last Samurai
2003,76,Actress in a Leading Role,False,Keisha Castle-Hughes,Whale Rider
2003,76,Actress in a Leading Role,False,Diane Keaton,Something's Gotta Give
2003,76,Actress in a Leading Role,False,Samantha Morton,In America
2003,76,Actress in a Leading Role,True,Charlize Theron,Monster
2003,76,Actress in a Leading Role,False,Naomi Watts,21 Grams
2003,76,Actress in a Supporting Role,False,Shohreh Aghdashloo,House of Sand and Fog
2003,76,Actress in a Supporting Role,False,Patricia Clarkson,Pieces of April
2003,76,Actress in a Supporting Role,False,Marcia Gay Harden,Mystic River
2003,76,Actress in a Supporting Role,False,Holly Hunter,Thirteen
2003,76,Actress in a Supporting Role,True,Renée Zellweger,Cold Mountain
2004,77,Actor in a Leading Role,False,Don Cheadle,Hotel Rwanda
2004,77,Actor in a Leading Role,False,Johnny Depp,Finding Neverland
2004,77,Actor in a Leading Role,False,Leonardo DiCaprio,The Aviator
2004,77,Actor in a Leading Role,False,Clint Eastwood,Million Dollar Baby
2004,77,Actor in a Leading Role,True,Jamie Foxx,Ray
2004,77,Actor in a Supporting Role,False,Alan Alda,The Aviator
2004,77,Actor in a Supporting Role,False,Thomas Haden Church,Sideways
2004,77,Actor in a Supporting Role,False,Jamie Foxx,Collateral
2004,77,Actor in a Supporting Role,True,Morgan Freeman,Million Dollar Baby
2004,77,Actor in a Supporting Role,False,Clive Owen,Closer
2004,77,Actress in a Leading Role,False,Annette Bening,Being Julia
2004,77,Actress in a Leading Role,False,Catalina Sandino Moreno,Maria Full of Grace
2004,77,Actress in a Leading Role,False,Imelda Staunton,Vera Drake
2004,77,Actress in a Leading Role,True,Hilary Swank,Million Dollar Baby
2004,77,Actress in a Leading Role,False,Kate Winslet,Eternal Sunshine of the Spotless Mind
2004,77,Actress in a Supporting Role,True,Cate Blanchett,The Aviator
2004,77,Actress in a Supporting Role,False,Laura Linney,Kinsey
2004,77,Actress in a Supporting Role,False,Virginia Madsen,Sideways
2004,77,Actress in a Supporting Role,False,Sophie Okonedo,Hotel Rwanda
2004,77,Actress in a Supporting Role,False,Natalie Portman,Closer
2005,78,Actor in a Leading Role,True,Philip Seymour Hoffman,Capote
2005,78,Actor in a Leading Role,False,Terrence Howard,Hustle & Flow
2005,78,Actor in a Leading Role,False,Heath Ledger,Brokeback Mountain
2005,78,Actor in a Leading Role,False,Joaquin Phoenix,Walk the Line
2005,78,Actor in a Leading Role,False,David Strathairn,"Good Night, and Good Luck."
2005,78,Actor in a Supporting Role,True,George Clooney,Syriana
2005,78,Actor in a Supporting Role,False,Matt Dillon,Crash
2005,78,Actor in a Supporting Role,False,Paul Giamatti,Cinderella Man
2005,78,Actor in a Supporting Role,False,Jake Gyllenhaal,Brokeback Mountain
2005,78,Actor in a Supporting Role,False,William Hurt,A History of Violence
2005,78,Actress in a Leading Role,False,Judi Dench,Mrs. Henderson Presents
2005,78,Actress in a Leading Role,False,Felicity Huffman,Transamerica
2005,78,Actress in a Leading Role,False,Keira Knightley,Pride & Prejudice
2005,78,Actress in a Leading Role,False,Charlize Theron,North Country
2005,78,Actress in a Leading Role,True,Reese Witherspoon,Walk the Line
2005,78,Actress in a Supporting Role,False,Amy Adams,Junebug
2005,78,Actress in a Supporting Role,False,Catherine Keener,Capote
2005,78,Actress in a Supporting Role,False,Frances McDormand,North Country
2005,78,Actress in a Supporting Role,True,Rachel Weisz,The Constant Gardener
2005,78,Actress in a Supporting Role,False,Michelle Williams,Brokeback Mountain
2006,79,Actor in a Leading Role,False,Leonardo DiCaprio,Blood Diamond
2006,79,Actor in a Leading Role,False,Ryan Gosling,Half Nelson
2006,79,Actor in a Leading Role,False,Peter O'Toole,Venus
2006,79,Actor in a Leading Role,False,Will Smith,The Pursuit of Happyness
2006,79,Actor in a Leading Role,True,Forest Whitaker,The Last King of Scotland
2006,79,Actor in a Supporting Role,True,Alan Arkin,Little Miss Sunshine
2006,79,Actor in a Supporting Role,False,Jackie Earle Haley,Little Children
2006,79,Actor in a Supporting Role,False,Djimon Hounsou,Blood Diamond
2006,79,Actor in a Supporting Role,False,Eddie Murphy,Dreamgirls
2006,79,Actor in a Supporting Role,False,Mark Wahlberg,The Departed
2006,79,Actress in a Leading Role,False,Penélope Cruz,Volver
2006,79,Actress in a Leading Role,False,Judi Dench,Notes on a Scandal
2006,79,Actress in a Leading Role,True,Helen Mirren,The Queen
2006,79,Actress in a Leading Role,False,Meryl Streep,The Devil Wears Prada
2006,79,Actress in a Leading Role,False,Kate Winslet,Little Children
2006,79,Actress in a Supporting Role,False,Adriana Barraza,Babel
2006,79,Actress in a Supporting Role,False,Cate Blanchett,Notes on a Scandal
2006,79,Actress in a Supporting Role,False,Abigail Breslin,Little Miss Sunshine
2006,79,Actress in a Supporting Role,True,Jennifer Hudson,Dreamgirls
2006,79,Actress in a Supporting Role,False,Rinko Kikuchi,Babel
2007,80,Actor in a Leading Role,False,George Clooney,Michael Clayton
2007,80,Actor in a Leading Role,True,Daniel Day-Lewis,There Will Be Blood
2007,80,Actor in a Leading Role,False,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street
2007,80,Actor in a Leading Role,False,Tommy Lee Jones,In the Valley of Elah
2007,80,Actor in a Leading Role,False,Viggo Mortensen,Eastern Promises
2007,80,Actor in a Supporting Role,False,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford
2007,80,Actor in a Supporting Role,True,Javier Bardem,No Country for Old Men
2007,80,Actor in a Supporting Role,False,Philip Seymour Hoffman,Charlie Wilson's War
2007,80,Actor in a Supporting Role,False,Hal Holbrook,Into the Wild
2007,80,Actor in a Supporting Role,False,Tom Wilkinson,Michael Clayton
2007,80,Actress in a Leading Role,False,Cate Blanchett,Elizabeth: The Golden Age
2007,80,Actress in a Leading Role,False,Julie Christie,Away from Her
2007,80,Actress in a Leading Role,True,Marion Cotillard,La Vie en Rose
2007,80,Actress in a Leading Role,False,Laura Linney,The Savages
2007,80,Actress in a Leading Role,False,Ellen Page,Juno
2007,80,Actress in a Supporting Role,False,Cate Blanchett,I'm Not There
2007,80,Actress in a Supporting Role,False,Ruby Dee,American Gangster
2007,80,Actress in a Supporting Role,False,Saoirse Ronan,Atonement
2007,80,Actress in a Supporting Role,False,Amy Ryan,Gone Baby Gone
2007,80,Actress in a Supporting Role,True,Tilda Swinton,Michael Clayton
2008,81,Actor in a Leading Role,False,Richard Jenkins,The Visitor
2008,81,Actor in a Leading Role,False,Frank Langella,Frost/Nixon
2008,81,Actor in a Leading Role,True,Sean Penn,Milk
2008,81,Actor in a Leading Role,False,Brad Pitt,The Curious Case of Benjamin Button
2008,81,Actor in a Leading Role,False,Mickey Rourke,The Wrestler
2008,81,Actor in a Supporting Role,False,Josh Brolin,Milk
2008,81,Actor in a Supporting Role,False,Robert Downey Jr.,Tropic Thunder
2008,81,Actor in a Supporting Role,False,Philip Seymour Hoffman,Doubt
2008,81,Actor in a Supporting Role,True,Heath Ledger,The Dark Knight
2008,81,Actor in a Supporting Role,False,Michael Shannon,Revolutionary Road
2008,81,Actress in a Leading Role,False,Anne Hathaway,Rachel Getting Married
2008,81,Actress in a Leading Role,False,Angelina Jolie,Changeling
2008,81,Actress in a Leading Role,False,Melissa Leo,Frozen River
2008,81,Actress in a Leading Role,False,Meryl Streep,Doubt
2008,81,Actress in a Leading Role,True,Kate Winslet,The Reader
2008,81,Actress in a Supporting Role,False,Amy Adams,Doubt
2008,81,Actress in a Supporting Role,True,Penélope Cruz,Vicky Cristina Barcelona
2008,81,Actress in a Supporting Role,False,Viola Davis,Doubt
2008,81,Actress in a Supporting Role,False,Taraji P. Henson,The Curious Case of Benjamin Button
2008,81,Actress in a Supporting Role,False,Marisa Tomei,The Wrestler
2009,82,Actor in a Leading Role,True,Jeff Bridges,Crazy Heart
2009,82,Actor in a Leading Role,False,George Clooney,Up in the Air
2009,82,Actor in a Leading Role,False,Colin Firth,A Single Man
2009,82,Actor in a Leading Role,False,Morgan Freeman,Invictus
2009,82,Actor in a Leading Role,False,Jeremy Renner,The Hurt Locker
2009,82,Actor in a Supporting Role,False,Matt Damon,Invictus
2009,82,Actor in a Supporting Role,False,Woody Harrelson,The Messenger
2009,82,Actor in a Supporting Role,False,Christopher Plummer,The Last Station
2009,82,Actor in a Supporting Role,False,Stanley Tucci,The Lovely Bones
2009,82,Actor in a Supporting Role,True,Christoph Waltz,Inglourious Basterds
2009,82,Actress in a Leading Role,True,Sandra Bullock,The Blind Side
2009,82,Actress in a Leading Role,False,Helen Mirren,The Last Station
2009,82,Actress in a Leading Role,False,Carey Mulligan,An Education
2009,82,Actress in a Leading Role,False,Gabourey Sidibe,Precious: Based on the Novel 'Push' by Sapphire
2009,82,Actress in a Leading Role,False,Meryl Streep,Julie & Julia
2009,82,Actress in a Supporting Role,False,Penélope Cruz,Nine
2009,82,Actress in a Supporting Role,False,Vera Farmiga,Up in the Air
2009,82,Actress in a Supporting Role,False,Maggie Gyllenhaal,Crazy Heart
2009,82,Actress in a Supporting Role,False,Anna Kendrick,Up in the Air
2009,82,Actress in a Supporting Role,True,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire
2010,83,Actor in a Leading Role,False,Javier Bardem,Biutiful
2010,83,Actor in a Leading Role,False,Jeff Bridges,True Grit
2010,83,Actor in a Leading Role,False,Jesse Eisenberg,The Social Network
2010,83,Actor in a Leading Role,True,Colin Firth,The King's Speech
2010,83,Actor in a Leading Role,False,James Franco,127 Hours
2010,83,Actor in a Supporting Role,True,Christian Bale,The Fighter
2010,83,Actor in a Supporting Role,False,John Hawkes,Winter's Bone
2010,83,Actor in a Supporting Role,False,Jeremy Renner,The Town
2010,83,Actor in a Supporting Role,False,Mark Ruffalo,The Kids Are All Right
2010,83,Actor in a Supporting Role,False,Geoffrey Rush,The King's Speech
2010,83,Actress in a Leading Role,False,Annette Bening,The Kids Are All Right
2010,83,Actress in a Leading Role,False,Nicole Kidman,Rabbit Hole
2010,83,Actress in a Leading Role,False,Jennifer Lawrence,Winter's Bone
2010,83,Actress in a Leading Role,True,Natalie Portman,Black Swan
2010,83,Actress in a Leading Role,False,Michelle Williams,Blue Valentine
2010,83,Actress in a Supporting Role,False,Amy Adams,The Fighter
2010,83,Actress in a Supporting Role,False,Helena Bonham Carter,The King's Speech
2010,83,Actress in a Supporting Role,True,Melissa Leo,The Fighter
2010,83,Actress in a Supporting Role,False,Hailee Steinfeld,True Grit
2010,83,Actress in a Supporting Role,False,Jacki Weaver,Animal Kingdom
2011,84,Actor in a Leading Role,False,Demián Bichir,A Better Life
2011,84,Actor in a Leading Role,False,George Clooney,The Descendants
2011,84,Actor in a Leading Role,True,Jean Dujardin,The Artist
2011,84,Actor in a Leading Role,False,Gary Oldman,Tinker Tailor Soldier Spy
2011,84,Actor in a Leading Role,False,Brad Pitt,Moneyball
2011,84,Actor in a Supporting Role,False,Kenneth Branagh,My Week with Marilyn
2011,84,Actor in a Supporting Role,False,Jonah Hill,Moneyball
2011,84,Actor in a Supporting Role,False,Nick Nolte,Warrior
2011,84,Actor in a Supporting Role,True,Christopher Plummer,Beginners
2011,84,Actor in a Supporting Role,False,Max von Sydow,Extremely Loud & Incredibly Close
2011,84,Actress in a Leading Role,False,Glenn Close,Albert Nobbs
2011,84,Actress in a Leading Role,False,Viola Davis,The Help
2011,84,Actress in a Leading Role,False,Rooney Mara,The Girl with the Dragon Tattoo
2011,84,Actress in a Leading Role,True,Meryl Streep,The Iron Lady
2011,84,Actress in a Leading Role,False,Michelle Williams,My Week with Marilyn
2011,84,Actress in a Supporting Role,False,Bérénice Bejo,The Artist
2011,84,Actress in a Supporting Role,False,Jessica Chastain,The Help
2011,84,Actress in a Supporting Role,False,Melissa McCarthy,Bridesmaids
2011,84,Actress in a Supporting Role,False,Janet McTeer,Albert Nobbs
2011,84,Actress in a Supporting Role,True,Octavia Spencer,The Help
2012,85,Actor in a Leading Role,False,Bradley Cooper,Silver Linings Playbook
2012,85,Actor in a Leading Role,True,Daniel Day-Lewis,Lincoln
2012,85,Actor in a Leading Role,False,Hugh Jackman,Les Misérables
2012,85,Actor in a Leading Role,False,Joaquin Phoenix,The Master
2012,85,Actor in a Leading Role,False,Denzel Washington,Flight
2012,85,Actor in a Supporting Role,False,Alan Arkin,Argo
2012,85,Actor in a Supporting Role,False,Robert De Niro,Silver Linings Playbook
2012,85,Actor in a Supporting Role,False,Philip Seymour Hoffman,The Master
2012,85,Actor in a Supporting Role,False,Tommy Lee Jones,Lincoln
2012,85,Actor in a Supporting Role,True,Christoph Waltz,Django Unchained
2012,85,Actress in a Leading Role,False,Jessica Chastain,Zero Dark Thirty
2012,85,Actress in a Leading Role,True,Jennifer Lawrence,Silver Linings Playbook
2012,85,Actress in a Leading Role,False,Emmanuelle Riva,Amour
2012,85,Actress in a Leading Role,False,Quvenzhané Wallis,Beasts of the Southern Wild
2012,85,Actress in a Leading Role,False,Naomi Watts,The Impossible
2012,85,Actress in a Supporting Role,False,Amy Adams,The Master
2012,85,Actress in a Supporting Role,False,Sally Field,Lincoln
2012,85,Actress in a Supporting Role,True,Anne Hathaway,Les Misérables
2012,85,Actress in a Supporting Role,False,Helen Hunt,The Sessions
2012,85,Actress in a Supporting Role,False,Jacki Weaver,Silver Linings Playbook
2013,86,Actor in a Leading Role,False,Christian Bale,American Hustle
2013,86,Actor in a Leading Role,False,Bruce Dern,Nebraska
2013,86,Actor in a Leading Role,False,Leonardo DiCaprio,The Wolf of Wall Street
2013,86,Actor in a Leading Role,False,Chiwetel Ejiofor,12 Years a Slave
2013,86,Actor in a Leading Role,True,Matthew McConaughey,Dallas Buyers Club
2013,86,Actor in a Supporting Role,False,Barkhad Abdi,Captain Phillips
2013,86,Actor in a Supporting Role,False,Bradley Cooper,American Hustle
2013,86,Actor in a Supporting Role,False,Michael Fassbender,12 Years a Slave
2013,86,Actor in a Supporting Role,False,Jonah Hill,The Wolf of Wall Street
2013,86,Actor in a Supporting Role,True,Jared Leto,Dallas Buyers Club
2013,86,Actress in a Leading Role,False,Amy Adams,American Hustle
2013,86,Actress in a Leading Role,True,Cate Blanchett,Blue Jasmine
2013,86,Actress in a Leading Role,False,Sandra Bullock,Gravity
2013,86,Actress in a Leading Role,False,Judi Dench,Philomena
2013,86,Actress in a Leading Role,False,Meryl Streep,August: Osage County
2013,86,Actress in a Supporting Role,False,Sally Hawkins,Blue Jasmine
2013,86,Actress in a Supporting Role,False,Jennifer Lawrence,American Hustle
2013,86,Actress in a Supporting Role,True,Lupita Nyong'o,12 Years a Slave
2013,86,Actress in a Supporting Role,False,Julia Roberts,August: Osage County
2013,86,Actress in a Supporting Role,False,June Squibb,Nebraska
2014,87,Actor in a Leading Role,False,Steve Carell,Foxcatcher
2014,87,Actor in a Leading Role,False,Bradley Cooper,American Sniper
2014,87,Actor in a Leading Role,False,Benedict Cumberbatch,The Imitation Game
2014,87,Actor in a Leading Role,False,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance)
2014,87,Actor in a Leading Role,True,Eddie Redmayne,The Theory of Everything
2014,87,Actor in a Supporting Role,False,Robert Duvall,The Judge
2014,87,Actor in a Supporting Role,False,Ethan Hawke,Boyhood
2014,87,Actor in a Supporting Role,False,Edward Norton,Birdman or (The Unexpected Virtue of Ignorance)
2014,87,Actor in a Supporting Role,False,Mark Ruffalo,Foxcatcher
2014,87,Actor in a Supporting Role,True,J.K. Simmons,Whiplash
2014,87,Actress in a Leading Role,False,Marion Cotillard,"Two Days, One Night"
2014,87,Actress in a Leading Role,False,Felicity Jones,The Theory of Everything
2014,87,Actress in a Leading Role,True,Julianne Moore,Still Alice
2014,87,Actress in a Leading Role,False,Rosamund Pike,Gone Girl
2014,87,Actress in a Leading Role,False,Reese Witherspoon,Wild
2014,87,Actress in a Supporting Role,True,Patricia Arquette,Boyhood
2014,87,Actress in a Supporting Role,False,Laura Dern,Wild
2014,87,Actress in a Supporting Role,False,Keira Knightley,The Imitation Game
2014,87,Actress in a Supporting Role,False,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance)
2014,87,Actress in a Supporting Role,False,Meryl Streep,Into the Woods
2015,88,Actor in a Leading Role,False,Bryan Cranston,Trumbo
2015,88,Actor in a Leading Role,False,Matt Damon,The Martian
2015,88,Actor in a Leading Role,True,Leonardo DiCaprio,The Revenant
2015,88,Actor in a Leading Role,False,Michael Fassbender,Steve Jobs
2015,88,Actor in a Leading Role,False,Eddie Redmayne,The Danish Girl
2015,88,Actor in a Supporting Role,False,Christian Bale,The Big Short
2015,88,Actor in a Supporting Role,False,Tom Hardy,The Revenant
2015,88,Actor in a Supporting Role,False,Mark Ruffalo,Spotlight
2015,88,Actor in a Supporting Role,True,Mark Rylance,Bridge of Spies
2015,88,Actor in a Supporting Role,False,Sylvester Stallone,Creed
2015,88,Actress in a Leading Role,False,Cate Blanchett,Carol
2015,88,Actress in a Leading Role,True,Brie Larson,Room
2015,88,Actress in a Leading Role,False,Jennifer Lawrence,Joy
2015,88,Actress in a Leading Role,False,Charlotte Rampling,45 Years
2015,88,Actress in a Leading Role,False,Saoirse Ronan,Brooklyn
2015,88,Actress in a Supporting Role,False,Jennifer Jason Leigh,The Hateful Eight
2015,88,Actress in a Supporting Role,False,Rooney Mara,Carol
2015,88,Actress in a Supporting Role,False,Rachel McAdams,Spotlight
2015,88,Actress in a Supporting Role,True,Alicia Vikander,The Danish Girl
2015,88,Actress in a Supporting Role,False,Kate Winslet,Steve Jobs
